datetime,text,username,target
2022-07-20 23:39:10+00:00, infatti sono pelata,rrcamadoonn,0
2022-07-20 23:05:07+00:00, purtroppo pure io #pelata quando mi faccio la coda 😞,badgalchii,0
2022-07-20 21:36:03+00:00, Ciao sono un ciccione di merda e cucino bene alla griglia se interessa.... 😏,__Dan96_,0
2022-07-20 21:14:35+00:00," Testa pelata, occhiali da sole sono un fascista e un gran #ciglione",Stegat67,1
2022-07-20 21:10:54+00:00," É veramente l'unica cosa da fare, emigrare di fronte a questo scempio stupido qualunquismo e grassa ignoranza",papa5_pasquale,0
2022-07-20 21:07:23+00:00," Questa è la prova che il parlamento italiano è composto da un 71% di imbecilli guidati da un vecchio rincoglionito plastificato,da un analfabeta seriale molto ambiguo,da un sedicente avvocato filorusso populista e da una nana vestita da balilla dalla cui bocca esce il nulla",Massimi92120067,1
2022-07-20 20:48:15+00:00, Vero amo dillo più forte Però la pelata di Bruno è diversa dalla pelata del nonno Cioè quando metto il filtro da uomo mi fa tipo stempiatissima con i capelli solo ai lati,cvrdigan91,0
2022-07-20 20:23:04+00:00,"Sei anche un pelato, lol. ",TitvsImperator2,1
2022-07-20 19:57:13+00:00,"Con il mio culone mi sono seduto sugli occhiali E SI SONO DISINTEGRATI, però sono riuscito a ricostruirli😎 ",davesreputation,0
2022-07-20 19:56:46+00:00, Per il ciccione che non ha mai capito una mazza ,messaggidivita,1
2022-07-20 19:51:32+00:00, Crosetto guarda cha la Meloni in confronto a Draghi è una nana,HA72978168,0
2022-07-20 19:49:44+00:00,Sblocco un ricordo: ora il nano infame che godeva al pensiero di torturare gli italiani contrari ai cosiddetti #vaccini con il tampone infilato nel naso dovrà venirvi a questuare il voto per essere rieletto. Ricordatevelo #vaccineinjuries #VaccineSideEffects #vaccineinjured,LeoniSilvio,1
2022-07-20 19:44:43+00:00,"no davvero che assuma qualcuno per finire il manga perchè sono lasciate in sospeso così tante questioni che ti metti le mani nei capelli, ho bisogno di sapere come va’ a finire con la mamma e la sorella di nana, cosa accade nella vita di tutti dopo la morte di ren, voglio vedere-",YUZUHA_ILY,0
2022-07-20 19:44:11+00:00, Anche il nano di merda e' andato?,ilBardo74,1
2022-07-20 19:35:39+00:00, Avvocato ….oggi è stato un nano…,tefrasi,0
2022-07-20 19:33:36+00:00, Renzi hai ragione! Follia pura ma spero la paghino questo comportamento da irresponsabili dalla nana fascista allo scemo del villaggio e dal puttaniere,kokkorr,1
2022-07-20 19:33:23+00:00, Io non mi capacito non è manco grasso dovrebbe pesare 945kg solo con le mutande.,PadreMaronnoTW,1
2022-07-20 19:11:53+00:00,"io non pretendo di avere dei geni in parlamento perché visto i tempi mi sembra già grassa qualcuno con un minimo di buonsenso, ma nemmeno quella branca di coglioni che popolano FI, FdI, Lega e 5 stelle a questi va tolto proprio ogni diritto esistente #crisidigoverno",sorridicheese,0
2022-07-20 18:46:38+00:00," Per adesso la mia è sopravvissuta, ma me l'hanno spacciata per coniglio nana ma ormai è 3 kg di coniglia, per cui i gabbiani li mangia",FabrizioMaretti,0
2022-07-20 18:29:18+00:00," Ora non c'è un nano secondo da perdere, organizzaziamo subito una nuova casa politica per i transfughi governisti di FI e Lega, incontri Renzi Calenda Carfagna Gelmini Brugnaro liberaldemocratici. Basta chiamarli centrodestra, sono la peggior destra destra.",LukeAresman,0
2022-07-20 17:57:06+00:00, Per coerenza anche Cangiani🤡Il nano malefico e quell’altra,Roberto58370699,1
2022-07-20 17:35:26+00:00," ma da dove sei sbucato,sarai un obeso platino y8",IMqrcololo,1
2022-07-20 17:31:11+00:00, mettiti in dieta ciccione…,indacokid,1
2022-07-20 17:17:38+00:00, Il portiere ciccione del Sutton che si mangia un panino durante la partita con l'Arsenal,UfficioPatenti,1
2022-07-20 17:06:04+00:00, Preferirei pelato di merda ahahahah,marbellapelato,1
2022-07-20 16:40:35+00:00," caro ciccione, ricordo recenti estati perfino fresche e piovose grandissimo stronzo dateme retta... ""Guardate quest'uomo: sembra un deficiente e parla come un deficiente, ma non lasciatevi ingannare: è veramente deficiente!“© (Groucho Marx) ",pef_lebowski,1
2022-07-20 16:18:57+00:00, Che cazzo è più basso del nano americano????,marcofontanaro5,1
2022-07-20 16:09:11+00:00,🥶 quel culone flaccido di Telese ha ricevuto la visita dell’uccello Padulo! ,O_Rigoli,1
2022-07-20 15:25:29+00:00,"Se ti vesti di nero perché il nero snellire, sappi che è una strozzata sempre obeso sei. Vestiti normale.",Pannocchia978,1
